GalT,GalTRabA,GalTRabB,GalTRabC,GalTRabD,GalTRabE,L1,L1RabA,L1RabB,L1RabC,L1RabD,L1RabE,ProC,ProCRabA,ProCRabB,ProCRabC,ProCRabD,ProCRabE,TfR,TfRRabA,TfRRabB,TfRRabC,TfRRabD,TfRRabE,albumin,albuminRabA,albuminRabB,albuminRabC,albuminRabD,albuminRabE,chol,cholRabA,cholRabB,cholRabC,cholRabD,cholRabE,lipid,lipidRabA,lipidRabB,lipidRabC,lipidRabD,lipidRabE,membraneMarker,membraneMarkerRabA,membraneMarkerRabB,membraneMarkerRabC,membraneMarkerRabD,membraneMarkerRabE,mvb,mvbRabA,mvbRabB,mvbRabC,mvbRabD,mvbRabE,p75,p75RabA,p75RabB,p75RabC,p75RabD,p75RabE,proton,protonRabA,protonRabB,protonRabC,protonRabD,protonRabE,solubleMarker,solubleMarkerRabA,solubleMarkerRabB,solubleMarkerRabC,solubleMarkerRabD,solubleMarkerRabE,
1096.98,59590.05,512912.99,142360.26,260916.96,28432.41,8941.78,156074.51,111769.77,107447.84,387687.52,233388.23,0.0,287978.14,283326.86,375676.62,249901.69,6.582375996E7,9232.34,126801.75,92058.52,65298.16,312995.32,398923.57,345577.1,1.189353426E7,7540882.92,8371463.88,1.305245162E7,2.58167335E7,9952.94,340669.8,185915.81,146279.07,242400.48,80091.56,13853.56,206058.56,244584.87,206124.26,215263.7,119424.71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8570.44,134417.26,103797.36,79012.89,335839.79,343671.92,4831.8,3207.41,2758.08,3268.83,2878.75,12392.47,0.0,0.0,0.0,0.01,0.0,0.98,
1110.19,39363.7,629285.82,61747.95,258591.86,15210.13,9306.34,155974.88,119238.62,104416.51,387493.01,228880.29,0.0,287978.14,283326.86,375676.62,249901.69,6.582375996E7,9618.66,142374.01,75443.21,67107.53,313112.91,397653.32,349468.63,1.188154973E7,7927027.97,8359204.87,1.283867634E7,2.566471574E7,10393.46,354562.56,189257.86,144663.39,227250.86,79181.52,14487.87,207275.3,250398.87,205218.61,210728.08,117200.92,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8914.72,135427.61,114433.91,68828.77,335522.9,342181.74,4853.64,3214.65,2846.27,3280.91,2821.26,12342.45,0.0,0.0,0.0,0.01,0.0,0.98,
1795.7,115942.91,490218.22,31576.36,339619.1,26157.36,24624.7,145995.66,120977.92,106760.64,385561.44,221389.29,0.0,287978.14,283326.86,375676.62,249901.69,6.582375996E7,25714.3,120307.9,86837.05,48956.74,313659.79,409833.87,741054.79,1.073829544E7,8171813.29,8777992.63,1.3248284E7,2.534320314E7,16470.99,293717.65,188327.03,145663.43,287408.58,73721.97,23115.56,190868.56,227082.99,203727.72,252076.64,108438.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25070.33,128978.43,106757.71,73174.57,336985.65,334342.95,5098.38,2997.41,2739.51,3469.4,3029.59,12269.63,0.0,0.0,0.0,0.01,0.0,0.98,
1821.27,127780.06,434227.73,54326.02,331239.49,55915.07,25295.15,144724.82,115100.76,107618.86,384703.46,227866.61,0.0,287978.14,283326.86,375676.62,249901.69,6.582375996E7,26392.99,119047.21,83647.21,56914.01,310885.0,408423.22,747753.66,1.069902325E7,7954454.44,8418399.96,1.304143946E7,2.615957251E7,17304.57,306915.15,182288.48,146622.88,268368.78,83809.79,24333.66,200243.63,204748.99,211882.09,240910.13,123191.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25711.19,128000.27,98332.27,81649.06,336503.19,335113.67,5369.21,3021.74,2891.05,3391.9,3018.31,12182.54,0.0,0.0,0.0,0.01,0.0,0.98,
1821.27,136571.45,526594.23,45036.21,284994.81,10291.68,25295.15,143405.79,114278.56,107503.7,386060.96,228765.47,0.0,287978.14,283326.86,375676.62,249901.69,6.582375996E7,26392.99,113180.07,79157.95,54799.74,313609.34,418169.56,747753.66,1.077595882E7,8321988.04,8488290.79,1.26274513E7,2.605920066E7,17304.57,315775.69,197667.67,149296.72,240625.06,84639.95,24333.66,204793.03,217832.9,212708.38,220212.01,125429.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25711.19,125058.24,91261.02,82497.71,338801.49,341980.0,5469.4,3036.66,3039.37,3410.86,2903.66,12114.98,0.0,0.0,0.0,0.01,0.0,0.98,
1853.84,139619.61,506373.04,59759.57,277853.56,19850.04,25908.44,142948.37,114868.1,81168.65,386577.7,253838.39,0.0,287978.14,283326.86,375676.62,249901.69,6.582375996E7,27036.18,112424.31,79484.85,29625.95,314685.38,442052.98,755136.4,1.077081011E7,8333478.02,8375342.08,1.259256566E7,2.6193311E7,18034.08,318263.98,198329.99,144195.92,236531.18,89954.49,25379.0,208163.32,216757.92,205461.95,215518.58,134028.88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26293.38,124329.94,92289.24,45791.45,339857.13,376748.51,5525.96,3032.93,3039.23,3516.53,2887.87,12028.98,0.0,0.0,0.0,0.01,0.0,0.98,
1896.45,141021.34,526510.73,48249.98,261319.93,26311.22,25982.09,144741.02,115794.62,83124.5,380977.69,254689.72,0.0,287978.14,283326.86,375676.62,249901.69,6.582375996E7,27109.83,114195.29,77702.15,35076.09,312103.7,439122.58,755487.03,1.081041829E7,8364314.75,8553764.28,1.219068513E7,2.63459738E7,18077.97,315690.53,204348.33,146512.65,230796.44,89883.74,25422.89,209112.42,222085.26,205719.49,209048.25,133921.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26367.03,126183.31,91551.82,53149.87,336188.39,371869.23,5552.58,3042.21,3043.71,3577.05,2796.43,12046.14,0.0,0.0,0.0,0.01,0.0,0.98,
1916.55,38775.07,689318.64,20119.18,251556.48,3623.72,28628.48,143029.0,114035.59,83734.18,380387.84,255494.54,0.0,287978.14,283326.86,375676.62,249901.69,6.582375996E7,31902.98,121852.56,60508.89,46628.19,309965.97,434451.06,804505.66,1.011269725E7,9058676.94,8348257.64,1.203547685E7,2.666102893E7,18591.73,299407.05,214657.61,148477.25,226243.26,97932.76,26164.07,224604.5,217101.56,201961.03,203403.14,132075.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30207.59,131326.52,75261.27,63035.65,335952.16,369526.46,5664.81,2953.37,3257.93,3539.83,2773.93,11980.49,0.0,0.0,0.0,0.01,0.0,0.98,
1938.26,35890.68,653892.91,47710.01,254328.66,11549.13,29013.78,143175.21,115761.35,82189.43,380027.67,255142.2,0.0,287978.14,283326.86,375676.62,249901.69,6.582375996E7,32305.73,114990.3,61210.78,49799.38,310493.46,436510.01,807973.79,1.030729953E7,9069760.47,7883518.74,1.202628611E7,2.692580464E7,19050.76,293682.13,212499.67,144661.14,233807.21,101608.74,26839.38,220758.57,215172.5,195522.38,208180.17,138836.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30573.74,124497.37,76628.85,66379.59,336069.3,371160.8,5691.84,3020.25,3236.06,3480.98,2775.59,11992.66,0.0,0.0,0.0,0.01,0.0,0.98,
1938.26,40130.54,620783.74,86769.39,239322.75,16364.95,31702.16,143746.38,112619.05,86472.87,374088.38,256680.81,0.0,287978.14,283326.86,375676.62,249901.69,6.582375996E7,39752.38,115817.02,59936.3,53568.42,303521.93,432713.6,824324.25,9464713.33,8976002.58,7804869.88,1.281246174E7,2.71382715E7,20225.31,242343.58,212796.49,160570.02,261159.95,108214.31,27970.57,185927.4,216652.92,207739.25,220180.06,146839.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38756.44,127054.82,77092.62,68131.01,327042.05,367232.72,5725.02,2783.55,3216.62,3465.89,3118.08,11921.4,0.0,0.0,0.0,0.01,0.0,0.98,
1938.26,39751.35,688635.64,29138.55,239042.73,6803.11,31702.16,142682.09,112603.48,85562.61,374291.61,258467.69,0.0,287978.14,283326.86,375676.62,249901.69,6.582375996E7,39752.38,113703.25,59939.94,51505.66,304185.05,436223.37,824324.25,1.018472168E7,8944838.3,7760620.74,1.217862529E7,2.712751302E7,20225.31,290715.94,209707.94,158017.71,219935.29,106707.46,27970.57,218743.34,214599.79,205733.09,192412.68,145850.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38756.44,125096.89,77257.08,63700.11,327627.02,372872.11,5725.02,2995.01,3210.69,3460.77,2928.45,11910.63,0.0,0.0,0.0,0.01,0.0,0.98,
1938.26,46803.82,632991.6,74400.81,238514.07,10661.09,31702.16,140929.53,106923.23,88360.32,373811.41,263583.01,0.0,287978.14,283326.86,375676.62,249901.69,6.582375996E7,39752.38,111117.39,55260.76,55366.34,303445.76,440367.02,824324.25,1.019350029E7,8356396.91,8258549.43,1.212933762E7,2.725853477E7,20225.31,292762.84,197549.49,169991.44,216015.55,108765.02,27970.57,219202.76,216008.43,205021.96,189161.12,147944.81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38756.44,122534.27,71998.85,65329.78,326796.65,379893.66,5741.61,3001.08,3157.64,3480.16,2922.01,11944.66,0.0,0.0,0.0,0.01,0.0,0.98,
2570.1,73246.82,614093.97,68715.97,236266.51,10416.29,157246.42,139377.08,108518.38,86053.21,372406.44,141708.12,6.702064328E7,0.0,0.0,0.0,0.0,0.0,284588.04,109746.1,55849.24,53939.54,299789.92,201396.81,2.36597763E7,1.002969115E7,8467028.84,8052458.57,1.187814116E7,4933547.25,21053.72,294659.55,195395.81,168726.0,215954.63,109519.94,29175.35,221807.31,214661.07,203884.11,187758.45,148023.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231896.11,121208.85,72686.8,62312.76,325377.64,191827.48,12199.33,3009.92,3205.03,3497.8,2902.48,11890.32,1.0,0.0,0.0,0.0,0.0,0.0,
2580.56,79829.2,605083.81,66492.21,234709.47,16614.4,157666.77,141806.28,108208.52,91104.16,364745.88,141778.03,6.702064328E7,0.0,0.0,0.0,0.0,0.0,285013.36,105566.69,60957.22,56423.92,293982.83,203365.63,2.366367473E7,9842850.06,8461113.99,8009889.75,1.202458074E7,5018534.01,21580.2,282939.45,197260.69,170781.08,221137.41,111610.83,29940.12,218055.61,221340.23,202245.38,182811.58,150916.72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232297.41,119018.89,74081.97,67648.24,319002.1,193261.04,12570.93,3010.9,3194.01,3470.46,2959.23,11870.95,1.0,0.0,0.0,0.0,0.0,0.0,
2580.56,95776.26,527524.57,74941.9,262462.24,42024.13,158944.25,140227.53,108103.53,91814.49,362753.94,143465.9,6.702064328E7,0.0,0.0,0.0,0.0,0.0,286500.47,99213.05,64277.73,67656.28,292128.22,195533.91,2.367735748E7,9157046.58,8352253.68,7936999.33,1.241984375E7,5477142.46,22028.5,251469.29,200154.61,164093.76,249988.29,117575.2,30405.06,196642.11,214033.19,197347.59,205200.92,161680.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233790.23,114893.7,78053.64,80711.55,317202.84,180657.69,12585.79,2829.54,3103.53,3600.0,3079.41,11893.05,1.0,0.0,0.0,0.0,0.0,0.0,
2607.68,59055.16,553819.35,90084.59,235737.49,64005.38,159744.92,142853.75,109726.36,79506.03,358555.59,154923.0,6.702064328E7,0.0,0.0,0.0,0.0,0.0,287319.23,102235.98,67241.58,49717.03,287728.33,211067.49,2.368941062E7,9636965.84,7989378.89,8169589.39,1.200322194E7,5532076.6,23009.15,283457.12,200138.28,163090.95,212328.23,123285.91,31831.43,219528.38,215293.17,193538.31,178355.88,166762.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234560.97,117551.22,81452.91,63359.64,313153.26,195231.65,12723.11,2964.87,3088.57,3889.86,2991.53,11570.72,1.0,0.0,0.0,0.0,0.0,0.0,
2686.02,87634.51,578655.67,62476.0,232086.6,41770.85,164304.45,143604.35,105491.71,82516.19,356821.81,152571.13,6.702064328E7,0.0,0.0,0.0,0.0,0.0,299283.94,102110.49,64640.21,51178.78,286923.23,201173.0,2.375421244E7,1.011214352E7,7991115.13,8005102.42,1.16489221E7,5509147.68,25996.27,293394.8,204672.27,163917.46,195910.59,121418.26,36420.13,229474.58,220337.5,193152.89,162697.16,163227.39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240328.2,117837.3,77876.15,65077.19,312044.2,192146.61,13191.15,3101.63,3117.12,3828.73,2892.65,11565.41,1.0,0.0,0.0,0.0,0.0,0.0,
2688.04,40989.23,669957.87,22327.54,224795.01,44551.97,164399.26,142866.06,107130.75,78782.59,356019.89,156111.11,6.702064328E7,0.0,0.0,0.0,0.0,0.0,299381.73,101477.48,66432.61,45583.73,286237.4,206196.69,2.375501256E7,1.0450471E7,7668070.32,7951478.84,1.167100414E7,5524606.41,26105.87,286910.23,205696.87,164296.8,200674.05,121625.83,36558.74,229145.45,219037.73,194235.43,162768.39,163563.91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240420.29,116915.08,79820.64,59381.12,311593.6,197178.92,13202.47,3203.63,3026.15,3813.68,2907.4,11554.68,1.0,0.0,0.0,0.0,0.0,0.0,
2734.74,67809.5,631439.95,21639.47,256087.97,25598.02,165797.12,146698.62,103498.75,84575.96,350173.62,154565.58,6.702064328E7,0.0,0.0,0.0,0.0,0.0,301403.66,103537.66,61623.79,61256.36,279724.38,197763.81,2.377268956E7,1.02724735E7,7608117.82,7843607.56,1.157522475E7,5948530.08,26862.61,268326.92,194646.62,156617.49,225590.96,133265.04,37689.22,205934.19,228203.89,181109.74,177140.01,175232.59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242466.17,119415.08,73691.27,74665.55,304982.6,190088.98,13487.04,3112.42,3107.54,4316.23,2964.95,11004.4,1.0,0.0,0.0,0.0,0.0,0.0,
2734.74,66121.08,675897.13,22524.94,214153.15,23878.61,165797.12,147331.69,105688.98,83204.49,346387.46,156899.9,6.702064328E7,0.0,0.0,0.0,0.0,0.0,301403.66,103724.17,63228.63,61908.72,276580.59,198463.88,2.377268956E7,1.034365696E7,7830903.11,7786570.98,1.116789655E7,6118926.12,26862.61,286371.1,204314.54,155391.63,194412.32,137957.45,37689.22,202090.25,255802.47,178422.44,151195.36,180109.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242466.17,119721.71,75504.42,74723.06,302052.34,190841.95,13604.46,3144.26,3159.65,4352.31,2858.92,10990.4,1.0,0.0,0.0,0.0,0.0,0.0,
2742.78,105419.41,619151.21,39460.0,203937.31,34598.94,166330.77,155490.07,106999.28,63054.77,336657.19,176777.58,6.702064328E7,0.0,0.0,0.0,0.0,0.0,302140.19,112562.72,66378.28,40184.32,265834.03,218210.1,2.37788424E7,1.070799058E7,7810077.09,7376437.61,1.085386304E7,6493432.56,27025.19,293026.83,206350.17,152641.55,183112.07,143153.85,37870.94,206079.34,244844.08,179238.69,150621.48,186655.12,0.0,0.69,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243192.17,128383.33,78741.55,50252.86,291375.78,213363.95,13895.07,3219.64,3178.33,4175.77,2835.88,11095.92,1.0,0.0,0.0,0.0,0.0,0.0,
2787.44,47063.19,712732.28,23454.18,203916.03,15356.52,168411.02,149441.35,106806.72,65108.21,338856.37,176685.99,6.702064328E7,0.0,0.0,0.0,0.0,0.0,305343.47,105927.45,65564.43,40731.38,269719.0,218023.93,2.38000227E7,1.064619257E7,7972803.64,7272271.74,1.082701646E7,6502336.17,28056.64,316243.37,210256.09,153516.3,155059.74,142177.51,39521.76,243095.76,237781.29,176436.84,121750.71,186723.28,0.0,0.72,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246402.78,121435.2,77761.38,51993.33,294659.26,213057.7,14126.99,3249.81,3182.22,4106.85,2847.57,11119.09,1.0,0.0,0.0,0.0,0.0,0.0,
2833.56,84328.39,646893.06,20431.66,229447.27,21375.71,170121.6,149233.78,108885.21,60459.26,336297.16,180312.64,6.702064328E7,0.0,0.0,0.0,0.0,0.0,307761.72,104430.51,68781.07,38416.88,267180.64,218738.83,2.381381149E7,1.019996683E7,7987165.31,7350613.6,1.115847253E7,6510613.52,29122.12,295164.54,206221.54,152258.1,178474.73,144068.62,41209.48,240563.19,221453.29,172265.27,140232.31,189586.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248788.56,121266.29,80774.58,47774.94,292198.87,214506.41,14165.88,3157.51,3148.65,4208.95,2960.53,11029.91,1.0,0.0,0.0,0.0,0.0,0.0,
2847.15,98220.12,613821.26,37195.4,222515.65,30710.06,173015.25,153558.14,105078.86,69035.23,328988.57,175633.6,6.702064328E7,0.0,0.0,0.0,0.0,0.0,313993.81,108934.16,67887.63,44088.67,259397.9,211007.48,2.384149516E7,1.023531333E7,7734109.81,7516403.37,1.103775034E7,6655571.26,30654.29,299512.66,202873.41,154013.1,174241.78,144014.4,43878.47,228326.52,225557.12,176792.49,142496.67,188258.37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251964.15,125764.24,79086.6,53155.04,284698.6,210641.02,14259.28,3123.26,3141.94,4132.82,2992.68,11114.84,1.0,0.0,0.0,0.0,0.0,0.0,
2847.15,47051.35,703763.1,49047.39,182339.53,20261.12,173015.25,152797.32,103616.25,65504.96,327897.39,182478.48,6.702064328E7,0.0,0.0,0.0,0.0,0.0,313993.81,108478.39,65008.14,44147.67,258507.56,215174.08,2.384149516E7,1.046750073E7,7837391.96,7495197.71,1.074962015E7,6629437.57,30654.29,304841.73,211020.8,154408.27,155349.29,149035.27,43878.47,230642.11,238472.87,175604.36,123802.44,192909.4,0.0,0.0,0.58,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251964.15,125098.52,76844.72,51709.17,283685.88,216007.21,14309.22,3208.82,3210.9,4247.9,2917.16,10920.76,1.0,0.0,0.0,0.0,0.0,0.0,
2847.15,70762.98,674748.94,61868.76,183622.78,11459.03,173015.25,150970.41,103882.97,65654.62,327823.62,183962.78,6.702064328E7,0.0,0.0,0.0,0.0,0.0,313993.81,107459.95,62799.79,44954.0,257883.72,218218.38,2.384149516E7,1.057098645E7,7854928.26,7542717.22,1.058736464E7,6623151.55,30654.29,304890.22,214950.49,157491.14,147931.75,149391.76,43878.47,234607.21,237505.25,178870.01,117041.76,193406.95,0.0,0.0,0.58,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251964.15,123705.8,75536.58,52351.82,283161.96,218589.35,14309.22,3268.2,3217.99,4238.68,2862.01,10918.66,1.0,0.0,0.0,0.0,0.0,0.0,
2847.15,70053.25,629495.7,89557.13,193076.86,20279.55,173015.25,151167.76,102763.37,67613.82,325864.07,184885.39,6.702064328E7,0.0,0.0,0.0,0.0,0.0,313993.81,107344.91,64086.26,48145.01,255830.51,215909.14,2.384149516E7,1.030603581E7,7972684.94,7398730.73,1.081533335E7,6686363.29,30654.29,295383.21,209058.29,158224.66,159257.0,152732.21,43878.47,228403.32,224699.18,184042.45,126865.12,197421.1,0.0,0.0,0.28,0.63,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,251964.15,123164.14,76118.26,54742.61,281059.57,218260.91,14322.73,3189.97,3267.66,4255.43,2965.88,10826.61,1.0,0.0,0.0,0.0,0.0,0.0,
2868.15,76953.23,605136.35,63236.66,192194.7,64920.56,177286.11,151191.62,103252.66,64554.34,325388.37,183636.55,6.702064328E7,0.0,0.0,0.0,0.0,0.0,316932.77,107225.13,73403.39,37209.4,255599.28,214939.67,2.397827531E7,1.048307271E7,7675051.94,7563547.52,1.060479678E7,6715899.02,35098.26,299362.82,207338.72,158112.34,151890.41,153507.1,49809.17,232292.47,222043.58,183727.39,119906.42,197530.61,0.0,0.0,0.62,0.16,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,256112.6,123218.09,77559.45,52345.73,280777.24,215296.55,14582.3,3259.15,3216.13,4375.26,2896.91,10758.09,1.0,0.0,0.0,0.0,0.0,0.0,
2871.5,91016.81,609922.87,40043.77,209539.13,51915.56,178589.81,152756.93,102575.55,65692.48,320623.3,185071.58,6.702064328E7,0.0,0.0,0.0,0.0,0.0,318388.3,108556.28,65060.64,41117.6,250967.64,221219.19,2.399830824E7,1.038429288E7,7609713.39,7438946.92,1.076581675E7,6823565.09,36168.43,276210.31,204736.06,160062.41,168141.9,159990.54,51403.21,214771.41,218734.8,185546.97,134711.02,200142.25,0.0,0.0,0.22,0.28,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,257816.72,124883.4,72912.29,55082.35,275991.11,218623.77,14852.73,3236.53,3227.65,4297.75,2967.77,10775.84,1.0,0.0,0.0,0.0,0.0,0.0,
2871.81,92485.41,573393.62,35685.26,245007.71,55865.84,179014.28,152888.7,99978.99,67543.29,317201.81,188682.57,6.702064328E7,0.0,0.0,0.0,0.0,0.0,319007.78,108669.9,64202.73,40551.76,248326.06,224551.41,2.400238138E7,9957073.09,7084385.6,7447082.5,1.119237759E7,7337343.13,36518.02,270966.4,193057.62,160894.97,179655.95,164216.7,51939.73,206974.62,204847.39,207617.41,132172.35,201758.14,0.0,0.0,0.22,0.28,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,258259.98,124880.61,71349.98,55497.05,272951.96,222370.08,14870.47,3195.02,3199.84,4313.09,3218.87,10578.72,1.0,0.0,0.0,0.0,0.0,0.0,
2871.81,54206.95,667718.26,40930.28,180423.04,59159.31,179014.28,152649.01,94950.13,67274.46,311864.09,199557.68,6.702064328E7,0.0,0.0,0.0,0.0,0.0,319007.78,105854.42,66524.86,40362.84,238715.82,234843.92,2.400238138E7,1.038974787E7,7014511.98,7371340.57,1.039554969E7,7847111.79,36518.02,313051.51,184388.66,159995.28,132139.75,179216.43,51939.73,245826.44,190278.08,204587.21,104934.84,207743.35,0.0,0.0,0.22,0.28,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,258259.98,120531.8,69197.88,54775.34,267014.67,235529.99,14870.47,3319.28,3152.72,4355.5,2993.26,10684.79,1.0,0.0,0.0,0.0,0.0,0.0,
2874.94,57996.0,711959.91,30250.73,175136.19,27091.88,181158.02,151075.6,90486.44,86809.11,311055.21,184725.27,6.702064328E7,0.0,0.0,0.0,0.0,0.0,321586.05,106371.33,59436.81,73884.41,233523.77,210507.27,2.404388172E7,1.026826106E7,7013172.76,7926271.64,1.037885208E7,7390204.01,38451.57,295445.28,179779.3,169770.29,131107.09,190756.11,54858.82,244880.42,184731.11,202702.98,104187.48,213948.83,0.0,0.0,0.22,0.28,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,260737.75,121352.88,65629.76,82277.48,267344.0,207967.78,15018.19,3425.4,3129.84,4742.16,3021.85,10186.29,1.0,0.0,0.0,0.0,0.0,0.0,
2884.02,59858.94,702320.51,45917.15,165573.5,28755.53,181447.81,145075.64,91549.07,46447.13,311214.17,229575.83,6.702064328E7,0.0,0.0,0.0,0.0,0.0,322008.71,99879.55,59255.79,32114.8,233566.63,258484.17,2.404829051E7,1.015684606E7,7011799.68,7765892.76,1.030478104E7,7733033.23,38626.3,295855.05,179049.37,169325.55,131493.49,190959.89,55103.01,244698.85,202924.6,183556.53,105027.42,213999.24,0.0,0.0,0.22,0.28,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,261174.74,114456.73,66524.38,37142.42,267570.58,258440.79,15071.04,3355.8,3177.66,4572.99,2997.3,10401.8,1.0,0.0,0.0,0.0,0.0,0.0,
2885.42,63789.47,701063.47,39524.72,170869.53,27177.03,181533.2,145060.8,92535.49,44255.35,303699.24,238225.56,6.702064328E7,0.0,0.0,0.0,0.0,0.0,322094.67,102757.48,61522.32,31191.04,224116.51,263627.63,2.404890203E7,9229040.46,7112472.84,7833984.96,1.041086094E7,8385382.06,38734.73,253379.08,178252.85,171333.16,159021.77,204588.05,55259.87,212157.94,200118.2,184058.58,133177.52,220537.53,0.0,0.0,0.22,0.28,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,261256.27,116548.65,67966.36,35795.05,260559.27,263184.05,15148.06,3403.88,3286.94,4616.57,3242.57,9955.57,1.0,0.0,0.0,0.0,0.0,0.0,
2886.59,67877.82,685765.02,58491.96,172308.15,17980.1,182307.46,134913.69,90252.01,39547.66,296609.96,261678.87,6.702064328E7,0.0,0.0,0.0,0.0,0.0,323712.05,91401.61,60130.41,34546.16,219486.34,276033.08,2.406053964E7,8806369.26,6920551.63,7860990.13,1.017737999E7,9194812.63,39258.14,260437.8,173630.98,166701.96,149491.69,215789.09,56128.68,232847.92,195995.33,176882.59,112859.39,230595.74,0.0,0.0,0.22,0.28,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,262148.1,108358.48,67056.76,34058.59,254685.66,279002.07,15249.07,3211.49,3308.96,4858.91,3168.68,9957.49,1.0,0.0,0.0,0.0,0.0,0.0,
2917.51,99558.67,664187.45,32742.36,175178.37,30725.29,182834.77,133405.9,88252.24,43689.52,293350.1,263777.13,6.702064328E7,0.0,0.0,0.0,0.0,0.0,324424.26,89168.12,59013.38,37222.24,218318.28,277163.38,2.406880293E7,8523597.08,6878487.05,7935176.67,1.029587504E7,9318704.5,39684.59,239253.67,176024.44,166079.86,164534.0,219733.09,56724.85,216137.87,195296.93,174046.86,123632.98,239470.15,0.0,0.0,0.22,0.28,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,262865.43,107499.37,64842.86,37887.7,251358.92,280855.37,15391.99,3150.75,3320.78,4915.52,3219.74,9898.76,1.0,0.0,0.0,0.0,0.0,0.0,
2917.51,66291.32,685460.58,29037.08,196548.69,25054.47,182834.77,134285.66,81015.82,45258.35,293364.08,268550.97,6.702064328E7,0.0,0.0,0.0,0.0,0.0,324424.26,89434.19,53207.32,38739.64,217766.81,281737.43,2.406880293E7,8818341.47,6801456.31,7906044.96,1.005357171E7,9372425.88,39684.59,265418.45,174850.15,166054.99,139478.39,219823.09,56724.85,234989.52,191321.64,174723.35,107913.72,239636.57,0.0,0.0,0.22,0.28,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,262865.43,107509.28,59336.79,39885.13,250668.11,285044.91,15391.99,3254.83,3259.24,4945.24,3122.93,9923.32,1.0,0.0,0.0,0.0,0.0,0.0,
2918.34,101028.69,629938.28,48429.73,208946.55,14048.06,182967.01,131882.8,86103.34,48461.12,282068.21,273827.17,6.702064328E7,0.0,0.0,0.0,0.0,0.0,324803.99,88842.64,55168.75,38299.36,211662.74,286532.16,2.407010947E7,8508003.6,6940380.62,8058177.97,9805801.07,9638170.55,39767.09,269151.12,165466.18,166393.31,139915.57,224616.38,56853.15,236591.77,178303.85,174579.96,114640.98,244339.94,0.0,0.0,0.22,0.28,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,263016.34,107261.73,61059.15,41894.52,240753.85,291324.05,15440.74,3162.04,3284.93,4939.74,3183.09,9935.74,1.0,0.0,0.0,0.0,0.0,0.0,
